name,lat,long,review,cusine,num_rate,cost_one,Location
Purani Dilli By Anand Sweets,12.91671936,77.67337035,418,"north indian, chinese, street food",3.7,100,sarjapur road
Goli Vada Pav No. 1,12.92291494,77.6757431,83,"street food, burger, fast food, ice cream",4.3,100,bellandur
WarmOven Cake & Desserts,12.90753,77.68334,4684,"bakery, desserts, ice cream, shake",3.6,100,sarjapur road
Kwality Wall・・s Frozen Dessert and Ice Cream Shop,12.8988958,77.67677609,270,"ice cream, desserts",4.6,100,sarjapur road
Madurai Idly Shop,12.91960296,77.66743295,288,south indian,3.7,100,sarjapur road
Chinese Wok,12.908524,77.67628,744,"chinese, momos, sichuan",3.4,100,sarjapur road
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",12.9124622,77.68114507,1365,"beverages, desserts, ice cream, waffle, bakery, healthy food",4,100,sarjapur road
Donne Biryani House,12.91250501,77.68110015,70,"biryani, south indian, north indian, chinese",3.9,100,sarjapur road
Bakingo,12.9124824,77.6810452,187,"bakery, desserts",4.3,100,sarjapur road
Rolls On Wheels,12.908473,77.683615,123,"north indian, rolls, fast food",4,150,sarjapur road
Paratha Envy,12.9075344,77.67582123,2014,north indian,4,150,mahadevapura sarjapur road
Barbeque Nation,12.90938767,77.68728398,991,"street food, mughlai, biryani, north indian, desserts, beverages, bar food",3.7,150,sarjapur road
The Belgian Waffle Co.,12.926554,77.676193,111,"waffle, pancake, desserts, beverages, ice cream",4.3,150,bellandur
Baskin Robbins,12.9223275,77.6811826,274,"ice cream, desserts",4.2,150,bellandur
Great Indian Khichdi by EatFit,12.90837159,77.68367842,622,"healthy food, north indian, ice cream, desserts, beverages",4.1,150,sarjapur road
Big Bowl Company,12.908524,77.67628,738,"north indian, chinese, biryani, fast food, momos, sichuan",3.4,250,sarjapur road
LunchBox - Meals and Thalis,12.91247168,77.68123996,308,north indian,3.4,250,sarjapur road
T・・s 21 Spice Biryani,12.949138,77.6906425,2026,"biryani, andhra",3.9,250,marathahalli
Biryani Blues,12.91228443,77.68140022,780,"biryani, kebab, hyderabadi",3.8,250,sarjapur road
Theobroma,12.910609,77.685555,180,"bakery, desserts, beverages",4.3,250,sarjapur road
Ghee and Turmeric,12.9093,77.6877,727,north indian,4.1,250,sarjapur road
ZAZA 22 Spice Awadhi Biryani,12.91328148,77.67715428,274,"biryani, mughlai, north indian",3.8,250,sarjapur road
NH1 Bowls - Highway To North,12.91329717,77.67713785,351,"north indian, kebab, desserts",4.3,250,sarjapur road
WOW! China,12.90938669,77.68769167,3359,"chinese, asian, sichuan",3.8,100,sarjapur road
The Biryani Life,12.91246841,77.68123157,301,"biryani, kebab, hyderabadi, lucknowi",3.6,100,sarjapur road
Samosa Party,12.9240711,77.67303575,1505,"street food, tea",4.2,100,bellandur
UBQ By Barbeque Nation,12.90939323,77.68764339,2444,"north indian, bbq, biryani, kebab",3.6,100,sarjapur road
Smoor,12.90931707,77.68774093,163,"bakery, desserts",4.2,100,sarjapur road
The Dessert Heaven - Pure Veg,12.908516,77.683546,10,"desserts, bakery",4,100,sarjapur road
Pallavi Restaurant,12.84804304,77.64869168,7,"north indian, chinese, sichuan",3.9,100,electronic city
Shanghai Court,12.92840518,77.73898188,180,"chinese, thai, sichuan, seafood, beverages, desserts",4,100,whitefield
Kaati Zone Rolls and Wraps,12.90753,77.68334,1226,"rolls, fast food, beverages, wraps, desserts, shake",3.8,100,sarjapur road
Zomoz - The Momo Company,12.91246841,77.68120039,756,"momos, fast food",4.1,200,sarjapur road
Chai Point,12.90935041,77.68776678,2127,"north indian, street food, rolls, fast food, beverages, desserts",4,200,sarjapur road
Dande's Hyderabad Biryani,12.90929486,77.68785495,732,"andhra, biryani, north indian, chinese",3.5,200,sarjapur road
Nadan Pothichoru,12.9093795,77.68777583,1216,"kerala, south indian, beverages",3.3,200,sarjapur road
The Good Bowl,12.91246841,77.68123157,322,"north indian, pasta, italian",4.1,200,sarjapur road
Sri Lakshmi Vaibhav,12.9491527,77.71513067,48,"south indian, north indian, chinese, street food, beverages, desserts",4.2,200,marathahalli
Adiga's,12.923531,77.673428,1271,"south indian, north indian, chinese, street food, desserts, ice cream, beverages",3.5,200,bellandur
Mealful Rolls - India's Biggest Rolls,12.91325632,77.67716601,477,"rolls, fast food, north indian, desserts, beverages",3.9,250,sarjapur road
Biggies Burger,12.903036,77.70431,2,"fast food, burger, beverages",4.1,250,sarjapur road
Chaat Street,12.938834,77.695219,1927,"street food, beverages",3.9,250,kadubeesanahalli
Keventers - Milkshakes & Desserts,12.9094612,77.68770576,1036,"shake, beverages, ice cream",4.3,250,sarjapur road
Mad Over Donuts,12.90938832,77.68768329,866,"desserts, waffle, beverages",3.7,250,sarjapur road
ITC Master Chef Creations,12.90936,77.68771,738,"north indian, biryani, mughlai, rolls, kebab, desserts, modern indian",4.1,250,bellandur
Chung's,12.90938669,77.68769167,33,"chinese, sichuan",3.1,250,sarjapur road
Basmati Biriyani Nation,12.90935009,77.68773828,677,"biryani, mughlai, fast food, desserts",3.3,250,sarjapur road
Chaayos Chai+Snacks=Relax,12.90898505,77.68769301,1268,"tea, beverages",4.2,250,sarjapur road
Cupcake Bliss Cakes & Desserts,12.90753,77.68334,698,"bakery, desserts",3.5,250,bommanahalli sarjapur road
Yumlane Pizza,12.91260727,77.68119734,37,"pizza, fast food, desserts, beverages",3.2,250,sarjapur road
Starbucks Coffee,12.92019151,77.68524416,90,"cafe, beverages, desserts",4,250,bellandur
LeanCrust Pizza- ThinCrust Experts,12.91332037,77.67708018,321,"pizza, fast food, beverages, desserts",4.1,200,sarjapur road
Krispy Kreme,12.93406849,77.61099055,470,"desserts, beverages",4.5,200,koramangala 7th block
Momo Zone - The Momo Company,12.90753,77.68334,178,"chinese, tibetan",4.1,200,bommanahalli sarjapur road
Sweet Truth - Cake and Desserts,12.91247822,77.68119,353,"desserts, bakery",3.7,200,sarjapur road
Auntie Fung's,12.92827578,77.67188374,1911,"asian, thai, chinese, vietnamese, japanese, indonesian, korean, burmese",3.9,200,bellandur
Itminaan Matka Biryani - Slow Cooked,12.91334586,77.67704297,571,"biryani, north indian, desserts",3.5,200,sarjapur road
Pure Veg Meals by Lunchbox,12.91237005,77.68116016,2,north indian,3.8,200,sarjapur road
Just Cakes,12.853092,77.67547,672,"bakery, desserts",3.6,300,electronic city
The Dessert Zone,12.90753,77.68334,122,"desserts, bakery",3.7,300,sarjapur road
Ghee Tadka Khichdi,12.9075344,77.67582123,307,"north indian, street food",4.3,300,sarjapur road
Apsara Ice Creams,12.90200707,77.67733131,394,"ice cream, desserts",4.2,300,sarjapur road
Tharavadu Malabar Biryani,12.90935336,77.68773828,968,"kerala, biryani, south indian, north indian, seafood",3.3,300,sarjapur road
Absolute Shawarma,12.9130076,77.6800313,1728,"lebanese, rolls",4.1,300,sarjapur road
XO Belgian Waffle,12.91250567,77.68079907,171,"desserts, beverages, waffle, shake",4.2,300,sarjapur road
Aligarh House By Eatfit,12.938834,77.695219,57,"biryani, north indian, kebab, desserts, beverages",3.8,250,kadubeesanahalli
Brik Oven,12.9029973,77.7039562,352,"pizza, desserts",4.1,250,sarjapur road
Chaatimes,12.925654,77.676327,31,"street food, fast food",3.9,250,bellandur
Hotel Sagar Samruddhi,12.84693262,77.67212427,13,"north indian, south indian, street food, chinese",3.8,250,electronic city
The ThickShake Factory,12.91622135,77.67260624,10,"ice cream, shake, desserts, tea, beverages",4.3,250,sarjapur road
The Momo Co.,12.908524,77.67628,147,"chinese, momos, desserts, beverages, sichuan",3.4,250,sarjapur road
Punjabi Restaurant Pure Veg,12.84763476,77.64994327,52,"north indian, chinese",3.7,250,electronic city
Basmati Express,12.90934682,77.68766016,598,"chettinad, north indian",3.3,250,sarjapur road
Momo Monk,12.9075344,77.67582123,597,momos,4.2,100,mahadevapura sarjapur road
Indiana Burgers,12.90753,77.68334,2246,"burger, rolls, beverages, desserts, shake",4,100,bommanahalli sarjapur road
Crusto's - Cheese Burst Pizza,12.90837159,77.68367842,22,pizza,3.8,100,sarjapur road
Sichuan,12.92883555,77.67245304,596,"chinese, asian, thai, momos, sichuan",4,100,bellandur
Third Wave Coffee,12.90947591,77.6872129,174,"cafe, coffee, fast food, beverages",4,100,sarjapur road
Home Plate by EatFit,12.90837159,77.68367842,128,"north indian, beverages",3.6,150,sarjapur road
Firangi Bake,12.91247822,77.68119,159,"italian, mexican",3.5,300,sarjapur road
Snack House,12.9075344,77.67582123,762,"fast food, north indian, street food, momos, rolls, chinese",3.8,300,mahadevapura sarjapur road
Kulfi Shulfi- Kulfis andﾂIce Cream,12.91229456,77.6813231,468,"ice cream, desserts",4,300,sarjapur road
Dine Bell,12.93817301,77.69854724,19,"north indian, biryani, south indian, andhra, chinese, fast food",3.7,300,marathahalli
Hyderabad Darbar,12.8472237,77.6802664,115,"andhra, north indian, south indian, chinese",4,300,phase-2 electronic city
SLAY Coffee,12.912391,77.681207,763,coffee,4,200,bellandur
Chef Bakers,12.92598669,77.67701447,130,"bakery, fast food, pizza, sandwich, burger, desserts",3.9,200,bellandur
Dum Safar Biryani,12.9095424,77.6875353,93,"biryani, kebab, north indian, bbq, desserts, beverages",4.1,200,sarjapur road
SGS Non Veg Gundu Palav,12.86523611,77.65649222,1,"south indian, chinese",3.8,200,electronic city
Rusbury Fresh Sweets And Savouries,12.9215614,77.67605189,1501,"mithai, street food, north indian",4.1,200,bellandur
Habibi Falafel,12.9294806,77.63434924,391,"arabian, fast food, beverages, desserts",4.1,200,koramangala 1st block
FB CafﾃｩﾂByﾂFrozen Bottle,12.91260727,77.68119734,0,"desserts, bakery",-,150,sarjapur road
Bowl 99,12.924907,77.690404,41,north indian,3.1,150,sarjapur road
Malabar Mess,12.89941642,77.71266874,25,"kerala, south indian, seafood, biryani",3.5,150,sarjapur road
Hungry Chang,12.90938963,77.68773258,721,"chinese, fast food, sichuan",3.7,150,sarjapur road
Birbal Darbar,12.89703719,77.71872785,403,"north indian, chinese, biryani, beverages",4.3,100,sarjapur road
Olio - The Wood Fired Pizzeria,12.90837159,77.68367842,37,"pizza, italian",3.7,100,sarjapur road
Basaveshwara Khanavali,12.93943824,77.72124846,5,south indian,3.8,100,whitefield
Rolls & Bowls Company,12.908524,77.67628,25,"rolls, north indian, chinese, fast food, sichuan",3.7,100,sarjapur road
Sri Vishnu Grand,12.87570585,77.67064087,7,"south indian, north indian, chinese, shake, beverages",3.9,100,electronic city
Anandha Biryani House,12.938985,77.6882128,936,"biryani, andhra",4.1,100,kadubeesanahalli
Mallu House,12.90936,77.687711,38,"kerala, south indian, biryani, kebab, desserts, seafood",3.4,100,sarjapur road
Keventers Ice Cream,12.90944094,77.68776711,141,"ice cream, desserts, shake, beverages",4.3,100,sarjapur road
Sarjapur Social,12.91002951,77.6855392,3086,"north indian, chinese, biryani, burger, pasta, pizza, kebab, rolls",3.7,100,sarjapur road
BigBites,12.9075344,77.67582123,222,"fast food, street food, momos, north indian",4.3,100,sarjapur road
No Sugar Please!,12.92802416,77.6754038,1998,"beverages, juices, healthy food",4.3,200,bellandur
Burger It Up,12.90753,77.68334,40,"burger, beverages, desserts, american, cafe",3.6,200,bommanahalli sarjapur road
Kouzina Kafe - The Food Court,12.90753,77.68334,93,"fast food, bakery, desserts",3.8,200,sarjapur road
Pure Veg Punjabi Kitchen,12.84764228,77.64990304,901,"north indian, chinese",3.4,150,electronic city
Ruchi Sagar,12.84760632,77.67146934,261,"south indian, north indian, chinese, street food, ice cream, beverages",3.9,150,electronic city
Mega Biryani,12.927809,77.688703,7,biryani,4,400,bellandur
GLOBO Ice Creams Of The World,12.91327168,77.67712377,38,ice cream,3.9,400,sarjapur road
Nanda's,12.9165942,77.67326374,209,"biryani, north indian, chinese, andhra, seafood",3.9,400,sarjapur road
Nasi And Mee,12.92037157,77.68434696,357,"asian, japanese, singaporean, malaysian, thai",4.1,400,bellandur
Thali 99,12.94195,77.606691,1753,"north indian, mughlai",3.3,200,hosur road
Atithi Grand,12.90345158,77.70438275,268,"south indian, north indian, chinese, street food, beverages",3.7,200,sarjapur road
Pattikattan Biriyani,12.84882821,77.67035689,219,"chettinad, south indian",4.1,200,electronic city
ITC Sunfeast Baked Creations,12.90928832,77.68775001,403,"bakery, desserts, , cafe, continental, sandwich",4.4,150,sarjapur road
HomeSe Just Veg,12.9239635,77.6730559,71,"south indian, north indian",3.4,150,bellandur
The Brooklyn Creamery - Healthy Ice Cream,12.89896762,77.6767529,35,ice cream,4,150,sarjapur road
Food Court By Kitchens@,12.90932166,77.6876568,114,"north indian, south indian, chinese, mughlai, biryani, momos, desserts, beverages",3,150,sarjapur road
The Urban Turban,12.885237,77.737784,150,"north indian, mughlai, chinese, beverages, desserts",4,200,sarjapur road
Baker's Home Cakes & Desserts,12.93502788,77.70121235,4333,"bakery, beverages",3.3,200,kadubeesanahalli
Smoke House Deli,12.91003833,77.68554155,334,"italian, pasta, burger, salad, sandwich, healthy food, continental",4.3,200,near sarjapur road
Zoey's,12.89750487,77.71766938,1085,"cafe, italian, burger, continental, desserts, beverages",4.1,150,sarjapur road
Cake Concepts,12.8494339,77.6733835,1603,"desserts, bakery",3.9,250,electronic city
The Engineer's Dhaba,12.924603,77.6946536,16,"north indian, chinese, mughlai, street food, desserts, juices, shake, beverages",3.5,250,kadubeesanahalli
Bearful,12.90576406,77.70016328,727,"north indian, mughlai, continental, chinese, biryani, kebab, desserts, beverages",3.9,250,sarjapur road
Seasons,12.84751872,77.67139189,355,"north indian, south indian, chinese, seafood, kerala, arabian, desserts, beverages",4,250,electronic city
Achayans Pride,12.84646,77.64794,1913,kerala,4,150,electronic city
Damodar Seth,12.9587191,77.70279955,172,"bengali, north indian, mughlai, sichuan, chinese",3.7,150,marathahalli
Donne Biryani Grand,12.84803617,77.67201584,1198,"biryani, south indian",4.2,150,electronic city
Artinci - Indulge Guilt Free!,12.9072973,77.697482,255,"desserts, ice cream, bakery",3.6,150,sarjapur road
Amma Mess,12.89961251,77.7133698,6,"south indian, biryani, kerala, seafood",4.1,150,sarjapur road
Paratha Box by EatFit,12.90837159,77.68367842,60,"north indian, desserts, beverages",3.5,150,sarjapur road
Puliyogare Palace,12.863549,77.654713,32,south indian,2.8,150,bommasandra
46 Ounces Brewgarden,12.84967809,77.65780851,3367,"finger food, continental",3.7,150,electronic city
Ranga Restaurant,12.9390422,77.6883572,14,"south indian, biryani, chinese",4,150,bellandur
Nomad Pizza - Traveller Series,12.90836995,77.68367595,14,"pizza, beverages",4.1,150,sarjapur road
Sundae Everyday Ice Creams,12.90753,77.68334,205,"beverages, ice cream, desserts",3.1,150,sarjapur road
HRX by EatFit,12.90837159,77.68367842,31,"healthy food, beverages, mediterranean, burger, desserts, wraps, pizza, salad",4,150,sarjapur road
Tasty Pizza And Chats,12.888728,77.714553,7,"bakery, street food, fast food, rolls, pizza, juices",3.5,150,sarjapur road
Fabelle Chocolates,12.90928342,77.68779326,31,"desserts, bakery",4,150,sarjapur road
The Biriyani House,12.904885,77.704495,54,"biryani, north indian, chinese",3,150,sarjapur road
Roti Curry & Co,12.94195,77.606691,192,"north indian, desserts",3.2,250,hosur road
Bowl Soul,12.904549,77.676066,2,"fast food, beverages",3.6,250,sarjapur road
The Sugar Free Keto Kafe - Artinci,12.9071742,77.6974964,61,"desserts, ice cream, bakery",4,250,sarjapur road
Udupi Swadishta Veg,12.9069783,77.6957968,165,"south indian, north indian, chinese, street food, beverages, juices",3.8,250,sarjapur road
B-Town Pizza,12.94307475,77.75429495,6,"pizza, fast food",3.2,150,whitefield
Veg Daawat By Behrouz,12.9123908,77.6812069,5,"biryani, mughlai, north indian",4,200,sarjapur road
Best Of Bengal,12.94016986,77.69596294,156,"bengali, seafood",3.9,200,kadubeesanahalli
Subway,12.927395,77.692166,2,"healthy food, fast food, sandwich, salad, beverages, wraps",3.4,400,kadubeesanahalli
California Burrito,12.91154651,77.68234268,270,"mexican, fast food, beverages",4.1,400,sarjapur road
T・・s 21 Spice Biryani,12.91182004,77.68231988,2220,"biryani, andhra",4.1,400,sarjapur road
Falahaar & Kota Kachori,12.9272928,77.6690486,4370,"north indian, rajasthani, fast food, street food, mithai, beverages",3.7,400,bellandur
Just Bake,12.9035099,77.7043036,13,bakery,3.8,400,sarjapur road
Cafe Coffee Day,12.92463709,77.67439127,30,"cafe, fast food, coffee, beverages, desserts",3.8,400,bellandur
Samosa Singh,12.91228671,77.68137608,440,"street food, fast food, tea, north indian",3.3,400,sarjapur road
Gopaljee Cafe,12.9214748,77.67190889,143,"street food, north indian",3.9,400,bellandur
Sri Vishnu Palace,12.97961634,77.69502215,189,"north indian, south indian, chinese, beverages, desserts, street food, ice cream, shake",3.9,400,marathahalli
The Meal Plate,12.90934813,77.68769603,3,north indian,3.8,400,sarjapur road
Hatti Kaapi,12.92017974,77.68462524,0,"beverages, fast food",4,150,bellandur
New Ambur Biriyani,12.89690843,77.67516274,116,"south indian, biryani",3.5,150,sarjapur road
Club Kachori,12.90521372,77.70464525,272,"street food, finger food",3.8,150,sarjapur road
Aunt Benett's Homely Sandwiches,12.91357168,77.63830516,548,"sandwich, shake",4.3,150,hsr
The Baker's Dozen,12.929158,77.676525,188,"bakery, desserts",3.7,150,bellandur
The Twenty Handmade Chocolates,12.89467723,77.66085617,92,desserts,4,150,hsr
Pappu Chaiwalla,13.123771,77.630371,5,"north indian, beverages, street food, fast food, shake",3.2,150,yelahanka
Gavran Misal,12.9158007,77.6493159,214,maharashtrian,4.3,150,hsr
Rajasthan Sweets,12.89475959,77.66137082,61,street food,3.5,100,hsr
Rampyari Chaiwala Netaji Bhajiawala,12.91194848,77.68205702,62,"street food, north indian, south indian",4.2,100,sarjapur road
Delite Chaat House,12.9144753,77.66669127,79,"street food, gujarati, shake",4,100,sarjapur road
Idlis Unlimited,12.92650039,77.66249634,664,"south indian, north indian",4.1,100,bellandur
Indian Hotel,12.9090491,77.69629687,17,biryani,3.9,100,sarjapur road
Here & Now,12.91356155,77.63830349,1943,"cafe, continental, burger, sandwich, pancake, shake, beverages, desserts",4.1,100,hsr
Shekhawati Zayka,12.930948,77.704456,44,"north indian, fast food",3.7,100,kadubeesanahalli
Rajtilak Sweets,12.90308424,77.67590337,39,"mithai, street food",3.6,100,sarjapur road
Skylit,12.92353681,77.67158333,287,"north indian, mediterranean, fast food, beverages",-,100,bellandur
Burger Yard,12.91353606,77.63830282,139,"cafe, fast food, asian, beverages, shake",4,100,hsr
NTR - Nellore Tiffin Room,12.9206082,77.69626364,60,"south indian, andhra, north indian",3.9,100,kadubeesanahalli
Hokart Mumbai 99 Variety Dosa,12.9076298,77.6516277,0,south indian,-,100,hsr
Hokart Sri Kaballama 99 Variety Dosa,12.91969936,77.65192878,16,south indian,3.4,100,hsr
Magic Charcoal Restaurant,12.90944649,77.70588979,0,"north indian, biryani, south indian, fast food, rolls",-,100,sarjapur road
True Kitchen,12.9262925,77.6754645,0,"asian, wraps, pasta, burger, sandwich, fast food, desserts, beverages",-,100,bellandur
Euphoria Bakers,12.912111,77.681,0,desserts,-,100,sarjapur road
M G Foods,12.92637295,77.69481361,0,"bakery, desserts",-,100,kadubeesanahalli
Angiie's Cafe,12.90232211,77.67630871,42,"chinese, fast food, south indian, beverages, desserts, sichuan",4.1,100,sarjapur road
Ashers Kitchen,12.89382648,77.67889404,0,"biryani, north indian",-,100,sarjapur road
Lio Naga Chaitanya Kitchen,12.9085716,77.6850175,0,south indian,-,100,sarjapur road
Xpress Poha,12.91289619,77.67972484,261,"healthy food, shake",3.5,100,sarjapur road
Middle India,12.90996676,77.68072464,33,"north indian, street food",3.5,100,sarjapur road
Mansi Paratha & Pav Bhaji,12.91589062,77.65150063,10,"north indian, street food",-,100,hsr
Vyshnavi Pork Stall,12.91422195,77.6771601,0,north eastern,-,100,sarjapur road
Insanitea Cafe,12.90871707,77.6762668,0,"bengali, fast food",-,100,sarjapur road
The Flying Cup,12.92231921,77.67208993,269,"fast food, north indian, street food, beverages, shake",3.8,100,bellandur
Sri Ganesh Juice Junction,12.92407012,77.6741549,12,"juices, fast food, shake",3.8,100,bellandur
Bong Moyra,12.90766509,77.64902025,35,"mithai, street food",3.7,100,hsr
Guntur Spice,12.92087449,77.64515553,37,"south indian, biryani, andhra, chinese, north indian",3.8,100,koramangala 1st block
Poha On Wheels,12.929022,77.676461,7691,street food,4.4,100,bellandur
Heavenly Desserts,12.90895139,77.68084265,19,"desserts, fast food",3.5,100,sarjapur road
Indulge Cupcakes,12.932883,77.697511,21,bakery,4,100,kadubeesanahalli
Experiential Baking,12.89174674,77.65970493,0,"desserts, bakery",-,100,near sarjapur road
The Mumbai Pav Bhaji,12.91400338,77.66659208,0,"street food, fast food",-,100,sarjapur road
Theory Of Omelette,12.91361612,77.63829947,183,"fast food, street food, beverages, shake",4.3,100,hsr
New Shiva Sagar,12.9153233,77.69858848,122,"south indian, chinese",4,100,near sarjapur road
Mistaan Sweets And Chaat,12.90881577,77.64752593,15,"mithai, street food, north indian, beverages",3.4,100,hsr
Dessert Drama,12.91921539,77.69676659,29,bakery,-,100,sarjapur road
Chai Garam,12.93552817,77.69090597,0,"beverages, fast food, street food, tea, shake",-,100,marathahalli
Voosh Dakshin,12.9264654,77.6603325,15,south indian,4,100,bellandur
High On Chai,12.91546611,77.69907866,68,"tea, beverages, street food, sandwich, shake",4,100,bellandur
Rs Sugarcane Juice,12.91037984,77.69735768,11,beverages,4,100,sarjapur road
Tasty Buds,12.9048898,77.68467827,0,"north indian, chinese",-,200,sarjapur road
Relish Cafe,12.9394353,77.68949244,14,"north indian, chinese, street food, desserts",-,200,kadubeesanahalli
Home Food,12.88549966,77.6730094,0,south indian,-,200,sarjapur road
Meisterwurst,12.91452331,77.63277747,14,"fast food, german, burger",4.4,200,hsr
Nandhini Deluxe,12.97177485,77.60091349,465,"andhra, biryani, south indian, north indian, chinese, mughlai, desserts, beverages",4.1,250,st. marks road
Empire Restaurant,12.97548244,77.60293152,4501,"north indian, biryani, kebab, chinese, south indian, mughlai, beverages",4,250,church street
McDonald's,12.97602152,77.59827822,211,"burger, fast food, beverages",4,250,mg road
KFC,12.97329988,77.60750883,15,"burger, fast food, biryani, desserts, beverages",3.6,250,brigade road
Milano Ice Cream,12.97901323,77.64401827,2593,"desserts, ice cream, beverages, shake",4.4,250,indiranagar
Pizza Hut,12.96232527,77.59910099,266,"pizza, fast food, desserts, beverages",3.9,300,shanti nagar
Burger King,12.98271712,77.60660548,743,"burger, fast food, beverages, desserts",3.9,300,commercial street
Nandhana Palace,12.96213054,77.64194693,1757,"biryani, andhra, north indian, chinese, mughlai, south indian, desserts, beverages",4,300,indiranagar
A2B - Adyar Ananda Bhavan,12.9544136,77.5930683,445,"south indian, street food, north indian, chinese, fast food, beverages, desserts",4.2,300,shanti nagar
Al-Bek,12.99435705,77.57158186,1314,"mughlai, arabian, north indian, chinese, seafood",4.1,300,malleshwaram
Five Star Chicken,12.9484542,77.5983711,125,"rolls, fast food",4,300,wilson garden
Onesta,12.93334862,77.61505108,9640,"pizza, pasta, fast food, sandwich, beverages, desserts",3.6,300,koramangala 5th block
Polar Bear,12.99443676,77.61557311,62,"ice cream, beverages, shake",4.5,100,frazer town
Kanti Sweets,12.9854941,77.59647712,1244,"mithai, street food",4.5,100,cunningham road
MOJO Pizza - 2X Toppings,12.961168,77.598239,256,"pizza, fast food, desserts, beverages",4.3,100,shanti nagar
Beijing Bites,12.96549815,77.60135472,323,"chinese, thai, seafood, healthy food, sichuan",4.2,100,richmond road
Andhra Gunpowder,12.98681,77.579384,337,"andhra, biryani, south indian, desserts, beverages, hyderabadi",4.1,100,seshadripuram
Behrouz Biryani,12.96190215,77.59432264,433,"biryani, kebab, hyderabadi, lucknowi",4.3,100,shanti nagar
Paakashala,12.97494238,77.60797475,221,"south indian, street food, chinese, fast food, ice cream, beverages",4.1,100,mg road
CakeZone,12.940404,77.625173,2192,"bakery, ice cream",4.1,100,koramangala 6th block
La Pino'z Pizza,12.94694484,77.56934993,19,"pizza, italian",3.8,200,basavanagudi
Ovenstory Pizza,12.96184465,77.59435482,946,"pizza, fast food",4,200,shanti nagar
BOX8 - Desi Meals,12.961168,77.598239,544,"north indian, wraps, fast food, biryani, desserts, beverages",4.3,200,shanti nagar
Hyderabad Biryaani House,12.96641135,77.61399362,50,"biryani, north indian, hyderabadi, mughlai, chinese",4.1,200,richmond road
RNR Biryani - Taste Of 1953,12.96213164,77.64188353,710,"biryani, south indian, andhra",4.1,200,indiranagar
Subway,12.97277788,77.6073622,49,"healthy food, fast food, sandwich, salad, beverages, wraps",3.8,200,brigade road
Faasos - Wraps & Rolls,12.9618966,77.59435851,746,"rolls, wraps, fast food",4,200,shanti nagar
Sri Udupi Park,12.97305363,77.60916095,152,"south indian, chinese, street food, beverages, north indian, shake",4.2,200,residency road
Sri Udupi Food Hub,12.97813724,77.57977707,7,"south indian, north indian, chinese, street food, ice cream, desserts, shake, beverages",4.1,200,majestic
FreshMenu,12.964423,77.60589,18493,"continental, healthy food, fast food, burger, sandwich, chinese, pasta, beverages",3.9,250,richmond road
Taco Bell,12.9702177,77.61013225,82,"mexican, fast food, wraps, beverages",3.9,250,brigade road
Chicking,12.9809325,77.5629622,651,"fast food, burger, pizza",3.7,250,rajajinagar
EatFit,12.986283,77.594839,1573,"healthy food, north indian, pizza, burger, pasta, biryani, chinese, beverages",4.1,250,near cunningham road
Grill Biryanis,12.99658768,77.56349601,1247,"biryani, north indian, mughlai, chinese, sichuan",3.8,250,malleshwaram
Donne Biriyani House,12.93634541,77.61488613,97,"biryani, south indian",4,250,koramangala 7th block
Dindigul Thalappakatti,12.9741282,77.60763712,103,"biryani, north indian, south indian, chinese, seafood, beverages",3.9,250,brigade road
California Burrito,12.98795971,77.5945399,152,"mexican, fast food, beverages",4.1,250,cunningham road
WOW! Momo,12.975141,77.603971,0,"momos, fast food, tibetan",4.1,250,church street
Hotel Aditya,13.00377503,77.54362654,651,"biryani, mughlai",4.3,250,rajajinagar
Ambur Star Briyani Since 1890,12.97737248,77.63647791,95,"biryani, chettinad, chinese, north indian",4.2,100,indiranagar
Lassi Shop,12.98898881,77.60703932,424,"beverages, fast food, burger, shake, juices, ice cream, desserts",3.9,100,shivajinagar
Biryani Trip - Destination Hyderabad,12.98681,77.579384,133,"biryani, mughlai, hyderabadi",4,100,seshadripuram
Anand Sweets and Savouries,13.00073723,77.6146511,82,"mithai, street food, beverages, desserts",4.5,100,frazer town
WarmOven Cake & Desserts,12.99221787,77.5942529,691,"bakery, desserts, ice cream, shake",3.6,100,vasanth nagar
Kwalitywall's Frozen Dessert And Ice Cream Shop,12.95082435,77.59557255,350,"ice cream, desserts",4.6,100,5th cross wilson garden
EasyBites by Empire,12.97548375,77.60289967,271,"burger, fast food, beverages",3.7,100,church street
Madurai Idly Shop,12.93609478,77.61474565,551,south indian,3.8,100,koramangala 7th block
Wendy's,12.96188385,77.59433705,458,"burger, fast food, american",3.7,100,shanti nagar
Chinese Wok,12.99177,77.5712,304,"chinese, momos, sichuan",3.6,100,malleshwaram
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",12.972896,77.607299,784,"beverages, desserts, ice cream, waffle, bakery, healthy food",4.1,100,brigade road
Amma's Pastries,12.98829817,77.61757337,152,bakery,4.1,100,ulsoor
Savi Sagar,12.99647268,77.5636794,219,"north indian, south indian, chinese, sandwich, street food, ice cream, juices, beverages",3.8,100,malleshwaram
Savoury Restaurant,12.99958665,77.61595398,1586,"arabian, mughlai, north indian, chinese, fast food, beverages, shake, desserts",4.2,100,frazer town
Meat And Eat,12.96136456,77.6373611,75,"burger, sandwich, fast food, wraps, biryani, beverages, desserts",4,100,domlur
Bakingo,12.9944153,77.5938201,355,"bakery, desserts",4.3,100,vasanth nagar
